elastic(x),1s5(x),1s4(x),1s3(x),1s2(x),2p10(x),2p9(x),2p8(x),2p7(x),2p6(x),2p5(x),2p4(x),2p3(x),2p2(x),2p1(x),3d6(x),3d5(x),3d3(x),3d4!(x),3d4(x),3d1!!(x),2s5(x),2s4(x),3d1!(x),3d2(x),3s1!!!!(x),3s1!!(x),3s1!!!(x),2s3(x),2s2(x),3s1!(x),4d5(x),3s4(x),4d2(x),4s1!(x),3s2(x),5d5(x),4s4(x),5d2(x),6d5(x),5s1!(x),4s2(x),5s4(x),6d2(x),high(x),ion(x),avg(x)
7.7977E+01,5.0130E+01,9.7667E+02,5.0305E+01,9.2810E+02,5.1489E+01,5.3049E+01,2.0934E+02,7.7466E+01,1.9625E+02,2.6784E+02,7.7596E+01,1.8709E+02,8.4772E+01,2.5937E+02,5.3818E+01,5.6768E+01,5.5316E+01,5.3952E+01,7.3967E+01,5.8509E+01,5.8514E+01,4.3479E+02,1.6533E+02,4.3485E+02,5.5627E+01,5.4921E+01,1.6030E+02,5.7909E+01,4.4230E+02,4.4235E+02,4.2109E+02,4.2832E+02,4.1426E+02,4.2138E+02,4.2140E+02,4.2150E+02,4.0774E+02,4.0774E+02,4.1471E+02,4.1476E+02,4.1477E+02,4.1477E+02,4.1478E+02,4.0821E+02,6.0022E+02,2.7168E+02
8.0752E+01,5.0820E+01,,5.0995E+01,9.7688E+02,5.2179E+01,5.3763E+01,2.1627E+02,7.8604E+01,2.0272E+02,2.7682E+02,7.8734E+01,1.9323E+02,8.6034E+01,2.6804E+02,5.4532E+01,5.7532E+01,5.6055E+01,5.4666E+01,7.5028E+01,5.9301E+01,5.9306E+01,4.4961E+02,1.7068E+02,4.4967E+02,5.6366E+01,5.5647E+01,1.6547E+02,5.8687E+01,4.5737E+02,4.5742E+02,4.3541E+02,4.4289E+02,4.2834E+02,4.3570E+02,4.3572E+02,4.3581E+02,4.2157E+02,4.2157E+02,4.2878E+02,4.2883E+02,4.2884E+02,4.2884E+02,4.2885E+02,4.2204E+02,6.4210E+02,2.6385E+02
8.2176E+01,5.1521E+01,,5.1696E+01,,5.2880E+01,5.4489E+01,2.2344E+02,7.9761E+01,2.0941E+02,2.8611E+02,7.9891E+01,1.9959E+02,8.7317E+01,2.7703E+02,5.5258E+01,5.8310E+01,5.6807E+01,5.5392E+01,7.6109E+01,6.0107E+01,6.0112E+01,4.6495E+02,1.7622E+02,4.6501E+02,5.7118E+01,5.6386E+01,1.7082E+02,5.9479E+01,4.7298E+02,4.7303E+02,4.5023E+02,4.5797E+02,4.4290E+02,4.5052E+02,4.5054E+02,4.5063E+02,4.3588E+02,4.3589E+02,4.4335E+02,4.4339E+02,4.4340E+02,4.4341E+02,4.4342E+02,4.3636E+02,6.8696E+02,2.5474E+02
8.3625E+01,5.2235E+01,,5.2410E+01,,5.3594E+01,5.5228E+01,2.3087E+02,8.0939E+01,2.1635E+02,2.9574E+02,8.1069E+01,2.0617E+02,8.8624E+01,2.8632E+02,5.5997E+01,5.9102E+01,5.7571E+01,5.6131E+01,7.7208E+01,6.0926E+01,6.0931E+01,4.8083E+02,1.8195E+02,4.8089E+02,5.7882E+01,5.7138E+01,1.7635E+02,6.0285E+01,4.8914E+02,4.8919E+02,4.6557E+02,4.7357E+02,4.5798E+02,4.6586E+02,4.6588E+02,4.6597E+02,4.5070E+02,4.5071E+02,4.5843E+02,4.5847E+02,4.5848E+02,4.5849E+02,4.5849E+02,4.5118E+02,7.3504E+02,2.6288E+02
8.5099E+01,5.2961E+01,,5.3136E+01,,5.4320E+01,5.5980E+01,2.3856E+02,8.3356E+01,2.2352E+02,3.0570E+02,8.3486E+01,2.1298E+02,8.9953E+01,2.9595E+02,5.6749E+01,5.9908E+01,5.8349E+01,5.6883E+01,7.8326E+01,6.1760E+01,6.1765E+01,4.9726E+02,1.8788E+02,4.9733E+02,5.8660E+01,5.7902E+01,1.8209E+02,6.1104E+01,5.2317E+02,5.2322E+02,4.8145E+02,4.8973E+02,4.7359E+02,4.8174E+02,4.8176E+02,4.8185E+02,4.6604E+02,4.6605E+02,4.7403E+02,4.7408E+02,4.7409E+02,4.7409E+02,4.7410E+02,4.6652E+02,7.8655E+02,2.7218E+02
8.6599E+01,5.3700E+01,,5.3875E+01,,5.5059E+01,5.6744E+01,2.4652E+02,8.5859E+01,2.3095E+02,3.1601E+02,8.4727E+01,2.2003E+02,9.1305E+01,3.0591E+02,5.7513E+01,6.0727E+01,5.9141E+01,5.7647E+01,7.9464E+01,6.2608E+01,6.2613E+01,5.3189E+02,1.9402E+02,5.3195E+02,5.9452E+01,5.8680E+01,1.8802E+02,6.1938E+01,5.5964E+02,5.5969E+02,4.9788E+02,5.2377E+02,4.8974E+02,4.9818E+02,4.9819E+02,4.9829E+02,4.8192E+02,4.8193E+02,4.9019E+02,4.9023E+02,4.9024E+02,4.9025E+02,4.9026E+02,4.8240E+02,8.4175E+02,2.8308E+02
8.8125E+01,5.4452E+01,,5.4627E+01,,5.5811E+01,5.7522E+01,2.5476E+02,8.7142E+01,2.3864E+02,3.2669E+02,8.5989E+01,2.2733E+02,9.2681E+01,3.1622E+02,5.8291E+01,6.1561E+01,5.9947E+01,5.8425E+01,8.0621E+01,6.3471E+01,6.3476E+01,5.6899E+02,2.0038E+02,5.6906E+02,6.0258E+01,5.9472E+01,1.9416E+02,6.2786E+01,5.9872E+02,5.9877E+02,5.3251E+02,5.6023E+02,5.2378E+02,5.3280E+02,5.3282E+02,5.3292E+02,4.9836E+02,4.9836E+02,5.2423E+02,5.2427E+02,5.2428E+02,5.2428E+02,5.2429E+02,4.9883E+02,9.0089E+02,2.9862E+02
8.9678E+01,5.5216E+01,,5.5391E+01,,5.6575E+01,5.8314E+01,2.6328E+02,8.8449E+01,2.4659E+02,3.3773E+02,8.7272E+01,2.3489E+02,9.4080E+01,3.2689E+02,5.9083E+01,6.2409E+01,6.0766E+01,5.9217E+01,8.1799E+01,6.4349E+01,6.4354E+01,6.0875E+02,2.0696E+02,6.0882E+02,6.1077E+01,6.0278E+01,2.0052E+02,6.3649E+01,6.4059E+02,6.4064E+02,5.6962E+02,5.9931E+02,5.6025E+02,5.6991E+02,5.6993E+02,5.7002E+02,5.3299E+02,5.3299E+02,5.6069E+02,5.6074E+02,5.6075E+02,5.6075E+02,5.6076E+02,5.3346E+02,9.6427E+02,3.1643E+02
9.1257E+01,5.5994E+01,,5.6169E+01,,5.7353E+01,5.9120E+01,2.7211E+02,8.9778E+01,2.5483E+02,3.4917E+02,8.8579E+01,2.4271E+02,9.5504E+01,3.3794E+02,5.9889E+01,6.3272E+01,6.1600E+01,6.0023E+01,8.2997E+01,6.5243E+01,6.5248E+01,6.5135E+02,2.1378E+02,6.5142E+02,6.1911E+01,6.1097E+01,2.0710E+02,6.4527E+01,6.8546E+02,6.8551E+02,6.0937E+02,6.4118E+02,5.9932E+02,6.0967E+02,6.0968E+02,6.0978E+02,5.7009E+02,5.7009E+02,5.9977E+02,5.9981E+02,5.9982E+02,5.9983E+02,5.9984E+02,5.7056E+02,,3.3544E+02
9.4499E+01,5.6786E+01,,5.6961E+01,,5.8145E+01,5.9939E+01,2.8125E+02,9.1130E+01,2.6336E+02,3.6101E+02,8.9908E+01,2.5081E+02,9.6953E+01,3.4938E+02,6.0708E+01,6.4150E+01,6.2448E+01,6.0842E+01,8.4216E+01,6.6151E+01,6.6156E+01,6.9700E+02,2.2083E+02,6.9706E+02,6.2759E+01,6.1931E+01,2.1391E+02,6.5421E+01,7.3353E+02,7.3358E+02,6.5197E+02,6.8605E+02,6.4119E+02,6.5227E+02,6.5229E+02,6.5238E+02,6.0985E+02,6.0985E+02,6.4164E+02,6.4169E+02,6.4170E+02,6.4170E+02,6.4171E+02,6.1032E+02,,3.5574E+02
9.6163E+01,5.7592E+01,,5.7767E+01,,5.8951E+01,6.0773E+01,2.9071E+02,9.2506E+01,2.7219E+02,3.7327E+02,9.1260E+01,2.5919E+02,9.8427E+01,3.6122E+02,6.1542E+01,6.5044E+01,6.3311E+01,6.1676E+01,8.5457E+01,6.7076E+01,6.7081E+01,7.4591E+02,2.2813E+02,7.4598E+02,6.3622E+01,6.2779E+01,2.2097E+02,6.6329E+01,7.8505E+02,7.8510E+02,6.9762E+02,7.3413E+02,6.8606E+02,6.9792E+02,6.9793E+02,6.9803E+02,6.5245E+02,6.5245E+02,6.8651E+02,6.8655E+02,6.8656E+02,6.8657E+02,6.8658E+02,6.5292E+02,,3.7741E+02
9.7855E+01,5.8411E+01,,5.8586E+01,,5.9770E+01,6.1621E+01,3.0050E+02,9.3905E+01,2.8133E+02,3.8595E+02,9.2636E+01,2.6787E+02,9.9927E+01,3.7347E+02,6.2390E+01,6.5952E+01,6.4189E+01,6.2524E+01,8.6719E+01,6.8017E+01,6.8022E+01,7.9833E+02,2.3569E+02,7.9839E+02,6.4500E+01,6.3642E+01,2.2827E+02,6.7254E+01,8.4024E+02,8.4029E+02,7.4654E+02,7.8564E+02,7.3414E+02,7.4683E+02,7.4685E+02,7.4694E+02,6.9810E+02,6.9810E+02,7.3459E+02,7.3463E+02,7.3464E+02,7.3464E+02,7.3465E+02,6.9857E+02,,4.0055E+02
9.9577E+01,5.9245E+01,,5.9420E+01,,6.0604E+01,6.2484E+01,3.1063E+02,9.5329E+01,2.9078E+02,3.9909E+02,9.4035E+01,2.7685E+02,1.0145E+02,3.8616E+02,6.3253E+01,6.6877E+01,6.5083E+01,6.3387E+01,8.8002E+01,6.8974E+01,6.8979E+01,8.5449E+02,2.4351E+02,8.5455E+02,6.5394E+01,6.4520E+01,2.3582E+02,6.8195E+01,8.9939E+02,8.9944E+02,7.9895E+02,8.4084E+02,7.8565E+02,7.9924E+02,7.9926E+02,7.9935E+02,7.4701E+02,7.4701E+02,7.8610E+02,7.8614E+02,7.8615E+02,7.8616E+02,7.8617E+02,7.4748E+02,,4.2527E+02
1.0311E+02,6.0093E+01,,6.0268E+01,,6.1452E+01,6.3362E+01,3.2112E+02,9.6778E+01,3.0058E+02,4.1268E+02,9.5459E+01,2.8614E+02,1.0301E+02,3.9929E+02,6.4131E+01,6.7818E+01,6.5991E+01,6.4265E+01,8.9309E+01,6.9948E+01,6.9953E+01,9.1466E+02,2.5161E+02,9.1472E+02,6.6302E+01,6.5414E+01,2.4365E+02,6.9152E+01,9.6277E+02,9.6281E+02,8.5511E+02,8.9998E+02,8.4085E+02,8.5540E+02,8.5542E+02,8.5551E+02,7.9942E+02,7.9943E+02,8.4130E+02,8.4134E+02,8.4135E+02,8.4136E+02,8.4136E+02,7.9990E+02,,4.5168E+02
1.0677E+02,6.0956E+01,,6.1131E+01,,6.2315E+01,6.4256E+01,3.3198E+02,9.8252E+01,3.1071E+02,4.2675E+02,9.6908E+01,2.9577E+02,1.0459E+02,4.1289E+02,6.5025E+01,6.8775E+01,6.6916E+01,6.5159E+01,9.0638E+01,7.0939E+01,7.0944E+01,9.7914E+02,2.5999E+02,9.7920E+02,6.7227E+01,6.6322E+01,2.5174E+02,7.0126E+01,,,9.1528E+02,9.6336E+02,8.9999E+02,9.1558E+02,9.1559E+02,9.1569E+02,8.5558E+02,8.5559E+02,9.0044E+02,9.0049E+02,9.0050E+02,9.0050E+02,9.0051E+02,8.5606E+02,,4.5235E+02
1.1056E+02,6.1834E+01,,6.2009E+01,,6.3193E+01,6.5164E+01,3.4323E+02,9.9752E+01,3.2120E+02,4.4132E+02,9.8382E+01,3.0573E+02,1.0619E+02,4.2696E+02,6.5933E+01,6.9749E+01,6.7857E+01,6.6067E+01,9.1990E+01,7.1947E+01,7.1952E+01,,2.6866E+02,,6.8168E+01,6.7247E+01,2.6012E+02,7.1117E+01,,,9.7976E+02,,9.6337E+02,9.8005E+02,9.8007E+02,9.8017E+02,9.1576E+02,9.1576E+02,9.6382E+02,9.6386E+02,9.6387E+02,9.6388E+02,9.6388E+02,9.1623E+02,,4.3476E+02
1.1448E+02,6.2728E+01,,6.2903E+01,,6.4087E+01,6.6089E+01,3.5486E+02,1.0128E+02,3.3206E+02,4.5639E+02,9.9882E+01,3.1604E+02,1.0783E+02,4.4152E+02,6.6858E+01,7.0740E+01,6.8814E+01,6.6992E+01,9.3366E+01,7.2973E+01,7.2978E+01,,2.7764E+02,,6.9125E+01,6.8188E+01,2.6880E+02,7.2125E+01,,,,,,,,,9.8024E+02,9.8024E+02,,,,,,9.8071E+02,,2.4724E+02
1.1854E+02,6.3636E+01,,6.3811E+01,,6.4995E+01,6.7030E+01,3.6691E+02,1.0283E+02,3.4330E+02,4.7200E+02,1.0141E+02,3.2671E+02,1.0949E+02,4.5660E+02,6.7799E+01,7.1748E+01,6.9788E+01,6.7933E+01,9.4765E+01,7.4017E+01,7.4022E+01,,2.8694E+02,,7.0099E+01,6.9145E+01,2.7778E+02,7.3151E+01,,,,,,,,,,,,,,,,,,1.5983E+02
1.2274E+02,6.4561E+01,,6.4736E+01,,6.5920E+01,6.7987E+01,3.7938E+02,1.0441E+02,3.5494E+02,4.8816E+02,1.0296E+02,3.3776E+02,1.1118E+02,4.7221E+02,6.8756E+01,7.2774E+01,7.0779E+01,6.8890E+01,9.6189E+01,7.5078E+01,7.5083E+01,,2.9656E+02,,7.1090E+01,7.0119E+01,2.8708E+02,7.4195E+01,,,,,,,,,,,,,,,,,,1.6420E+02
1.2709E+02,6.5502E+01,,6.5677E+01,,6.6861E+01,6.8961E+01,3.9228E+02,1.0602E+02,3.6699E+02,5.1346E+02,1.0454E+02,3.4920E+02,1.1291E+02,4.8836E+02,6.9730E+01,7.3818E+01,7.1787E+01,6.9864E+01,9.7638E+01,7.6159E+01,7.6164E+01,,3.0653E+02,,7.2098E+01,7.1110E+01,2.9670E+02,7.5256E+01,,,,,,,,,,,,,,,,,,1.6907E+02
1.3159E+02,6.6459E+01,,6.6634E+01,,6.7818E+01,6.9952E+01,4.0565E+02,1.0765E+02,3.7945E+02,5.4011E+02,1.0615E+02,3.6104E+02,1.1466E+02,5.1367E+02,7.0721E+01,7.4879E+01,7.2813E+01,7.0855E+01,9.9112E+01,7.7258E+01,7.7263E+01,,3.1684E+02,,7.3124E+01,7.2118E+01,3.0666E+02,7.6337E+01,,,,,,,,,,,,,,,,,,1.7447E+02
1.3625E+02,6.7433E+01,,6.7608E+01,,6.8792E+01,7.0960E+01,4.1948E+02,1.0932E+02,3.9236E+02,5.6818E+02,1.0778E+02,3.7330E+02,1.1644E+02,5.4032E+02,7.1729E+01,7.5960E+01,7.3857E+01,7.1863E+01,1.0061E+02,7.8376E+01,7.8381E+01,,3.2751E+02,,7.4168E+01,7.3144E+01,3.1697E+02,7.7436E+01,,,,,,,,,,,,,,,,,,1.8008E+02
1.4107E+02,6.8424E+01,,6.8599E+01,,6.9783E+01,7.1986E+01,4.3379E+02,1.1101E+02,4.0572E+02,5.9774E+02,1.0945E+02,3.8598E+02,1.1825E+02,5.6838E+02,7.2755E+01,7.7059E+01,7.4918E+01,7.2889E+01,1.0214E+02,7.9514E+01,7.9519E+01,,3.3856E+02,,7.5229E+01,7.4188E+01,3.2765E+02,7.8554E+01,,,,,,,,,,,,,,,,,,1.8592E+02
1.4354E+02,6.9432E+01,,6.9607E+01,,7.0791E+01,7.3030E+01,4.4861E+02,1.1273E+02,4.1955E+02,6.2887E+02,1.1114E+02,3.9911E+02,1.2010E+02,5.9794E+02,7.3799E+01,7.8177E+01,7.5999E+01,7.3933E+01,1.0369E+02,8.0671E+01,8.0676E+01,,3.5000E+02,,7.6310E+01,7.5249E+01,3.3870E+02,7.9692E+01,,,,,,,,,,,,,,,,,,1.9199E+02
1.4606E+02,7.0458E+01,,7.0633E+01,,7.1817E+01,7.4091E+01,4.6395E+02,1.1448E+02,4.3387E+02,6.6165E+02,1.1286E+02,4.1271E+02,1.2198E+02,6.2908E+02,7.4860E+01,7.9315E+01,7.7098E+01,7.4994E+01,1.0527E+02,8.1849E+01,8.1854E+01,,3.6184E+02,,7.7409E+01,7.6330E+01,3.5014E+02,8.0849E+01,,,,,,,,,,,,,,,,,,1.9831E+02
1.4862E+02,7.1502E+01,,7.1677E+01,,7.2861E+01,7.5172E+01,4.7983E+02,1.1626E+02,4.4869E+02,6.9618E+02,1.1461E+02,4.2678E+02,1.2389E+02,6.6186E+02,7.5941E+01,8.0472E+01,7.8216E+01,7.6075E+01,1.0688E+02,8.3047E+01,8.3052E+01,,3.7409E+02,,7.8527E+01,7.7429E+01,3.6197E+02,8.2027E+01,,,,,,,,,,,,,,,,,,2.0488E+02
1.5388E+02,7.2563E+01,,7.2738E+01,,7.3922E+01,7.6271E+01,4.9627E+02,1.1808E+02,4.6403E+02,7.3255E+02,1.1639E+02,4.4134E+02,1.2583E+02,6.9639E+02,7.7040E+01,8.1650E+01,7.9354E+01,7.7174E+01,1.0851E+02,8.4266E+01,8.4271E+01,,3.8678E+02,,7.9665E+01,7.8547E+01,3.7423E+02,8.3225E+01,,,,,,,,,,,,,,,,,,2.1171E+02
1.5932E+02,7.3644E+01,,7.3819E+01,,7.5003E+01,7.7389E+01,5.2201E+02,1.1992E+02,4.7991E+02,7.7085E+02,1.1821E+02,4.5642E+02,1.2781E+02,7.3276E+02,7.8158E+01,8.2848E+01,8.0511E+01,7.8292E+01,1.1018E+02,8.5507E+01,8.5512E+01,,3.9991E+02,,8.0822E+01,7.9685E+01,3.8692E+02,8.4444E+01,,,,,,,,,,,,,,,,,,2.1919E+02
1.6496E+02,7.4743E+01,,7.4918E+01,,7.6102E+01,7.8527E+01,5.4913E+02,1.2180E+02,4.9634E+02,8.1119E+02,1.2005E+02,4.7203E+02,1.2982E+02,7.7106E+02,7.9296E+01,8.4067E+01,8.1689E+01,7.9430E+01,1.1187E+02,8.6769E+01,8.6774E+01,,4.1350E+02,,8.2000E+01,8.0842E+01,4.0005E+02,8.5685E+01,,,,,,,,,,,,,,,,,,2.2699E+02
1.7079E+02,7.5861E+01,,7.6036E+01,,7.7220E+01,7.9684E+01,5.7768E+02,1.2371E+02,5.2209E+02,8.5367E+02,1.2193E+02,4.8818E+02,1.3186E+02,8.1139E+02,8.0453E+01,8.5308E+01,8.2887E+01,8.0587E+01,1.1359E+02,8.8052E+01,8.8057E+01,,4.2758E+02,,8.3198E+01,8.2020E+01,4.1364E+02,8.6947E+01,,,,,,,,,,,,,,,,,,2.3548E+02
1.7683E+02,7.6999E+01,,7.7174E+01,,7.8358E+01,8.0862E+01,6.0776E+02,1.2565E+02,5.4920E+02,8.9841E+02,1.2384E+02,5.1349E+02,1.3395E+02,8.5388E+02,8.1631E+01,8.6570E+01,8.4106E+01,8.1765E+01,1.1534E+02,8.9359E+01,8.9364E+01,,4.4214E+02,,8.4417E+01,8.3218E+01,4.2771E+02,8.8230E+01,,,,,,,,,,,,,,,,,,2.4473E+02
1.8308E+02,7.8156E+01,,7.8331E+01,,7.9515E+01,8.2060E+01,6.3943E+02,1.2763E+02,5.7776E+02,9.4553E+02,1.2578E+02,5.4014E+02,1.3607E+02,8.9862E+02,8.2829E+01,8.7853E+01,8.5347E+01,8.2963E+01,1.1712E+02,9.0688E+01,9.0693E+01,,4.5722E+02,,8.5658E+01,8.4437E+01,4.4228E+02,8.9537E+01,,,,,,,,,,,,,,,,,,2.5440E+02
1.8955E+02,7.9334E+01,,7.9509E+01,,8.0693E+01,8.3279E+01,6.7279E+02,1.2964E+02,6.0783E+02,9.9515E+02,1.2776E+02,5.6821E+02,1.3822E+02,9.4573E+02,8.4048E+01,8.9160E+01,8.6609E+01,8.4182E+01,1.1894E+02,9.2040E+01,9.2045E+01,,4.7283E+02,,8.6920E+01,8.5678E+01,4.5736E+02,9.0866E+01,,,,,,,,,,,,,,,,,,2.6453E+02
1.9624E+02,8.0532E+01,,8.0707E+01,,8.1891E+01,8.4520E+01,7.0792E+02,1.3169E+02,6.3951E+02,,1.2977E+02,5.9777E+02,1.4041E+02,9.9536E+02,8.5289E+01,9.0489E+01,8.7892E+01,8.5423E+01,1.2078E+02,9.3416E+01,9.3421E+01,,4.8898E+02,,8.8203E+01,8.6940E+01,4.7296E+02,9.2218E+01,,,,,,,,,,,,,,,,,,2.4157E+02
2.0317E+02,8.1751E+01,,8.1926E+01,,8.3110E+01,8.5782E+01,7.4492E+02,1.3377E+02,6.7287E+02,,1.3182E+02,6.2890E+02,1.4264E+02,,8.6551E+01,9.1841E+01,8.9199E+01,8.6685E+01,1.2266E+02,9.4815E+01,9.4820E+01,,5.1429E+02,,8.9510E+01,8.8223E+01,4.8912E+02,9.3594E+01,,,,,,,,,,,,,,,,,,2.1495E+02
2.1035E+02,8.2992E+01,,8.3167E+01,,8.4351E+01,8.7065E+01,7.8389E+02,1.3589E+02,7.0800E+02,,1.3390E+02,6.6168E+02,1.4491E+02,,8.7834E+01,9.3217E+01,9.0528E+01,8.7968E+01,1.2457E+02,9.6239E+01,9.6244E+01,,5.4094E+02,,9.0839E+01,8.9530E+01,5.1442E+02,9.4993E+01,,,,,,,,,,,,,,,,,,2.2333E+02
2.1778E+02,8.4254E+01,,8.4429E+01,,8.5613E+01,8.8372E+01,8.2493E+02,1.3805E+02,7.4500E+02,,1.3602E+02,6.9621E+02,1.4722E+02,,8.9141E+01,9.4616E+01,9.1880E+01,8.9275E+01,1.2651E+02,9.7688E+01,9.7693E+01,,5.6900E+02,,9.2191E+01,9.0859E+01,5.4107E+02,9.6417E+01,,,,,,,,,,,,,,,,,,2.3211E+02
2.2546E+02,8.5537E+01,,8.5712E+01,,8.6896E+01,8.9701E+01,8.6815E+02,1.4024E+02,7.8396E+02,,1.3818E+02,7.3258E+02,1.4957E+02,,9.0470E+01,9.6040E+01,9.3256E+01,9.0604E+01,1.2849E+02,9.9162E+01,9.9167E+01,,5.9856E+02,,9.3567E+01,9.2211E+01,5.6914E+02,9.7866E+01,,,,,,,,,,,,,,,,,,2.4132E+02
2.3342E+02,8.6844E+01,,8.7019E+01,,8.8203E+01,9.1053E+01,9.1367E+02,1.4247E+02,8.2500E+02,,1.4037E+02,7.7088E+02,1.5196E+02,,9.1822E+01,9.7489E+01,9.4655E+01,9.1956E+01,1.3050E+02,1.0066E+02,1.0067E+02,,6.2969E+02,,9.4966E+01,9.3587E+01,5.9870E+02,9.9340E+01,,,,,,,,,,,,,,,,,,2.5098E+02
2.4166E+02,8.8173E+01,,8.8348E+01,,8.9532E+01,9.2429E+01,9.6161E+02,1.4474E+02,8.6822E+02,,1.4260E+02,8.1122E+02,1.5440E+02,,9.3198E+01,9.8963E+01,9.6079E+01,9.3332E+01,1.3255E+02,1.0219E+02,1.0219E+02,,6.6248E+02,,9.6390E+01,9.4986E+01,6.2983E+02,1.0084E+02,,,,,,,,,,,,,,,,,,2.6110E+02
2.5456E+02,8.9525E+01,,8.9700E+01,,9.0884E+01,9.3828E+01,,1.4705E+02,9.1374E+02,,1.4487E+02,8.5370E+02,1.5687E+02,,9.4597E+01,1.0046E+02,9.7528E+01,9.4731E+01,1.3463E+02,1.0374E+02,1.0375E+02,,6.9701E+02,,9.7839E+01,9.6410E+01,6.6262E+02,,,,,,,,,,,,,,,,,,,2.4317E+02
2.6815E+02,9.0901E+01,,9.1076E+01,,9.2260E+01,9.5252E+01,,1.4940E+02,9.6168E+02,,1.4718E+02,8.9844E+02,1.5939E+02,,9.6021E+01,1.0199E+02,9.9002E+01,9.6155E+01,1.3675E+02,1.0532E+02,1.0533E+02,,7.3338E+02,,9.9313E+01,9.7859E+01,6.9715E+02,,,,,,,,,,,,,,,,,,,2.5269E+02
2.8247E+02,9.2300E+01,,9.2475E+01,,9.3659E+01,9.6701E+01,,1.5179E+02,,,1.4953E+02,9.4556E+02,1.6195E+02,,9.7470E+01,1.0354E+02,1.0050E+02,9.7604E+01,1.3891E+02,1.0693E+02,1.0693E+02,,7.7168E+02,,1.0081E+02,9.9333E+01,7.3351E+02,,,,,,,,,,,,,,,,,,,2.2322E+02
2.9754E+02,9.3724E+01,,9.3899E+01,,9.5083E+01,9.8175E+01,,1.5422E+02,,,1.5192E+02,9.9518E+02,1.6456E+02,,9.8944E+01,1.0512E+02,1.0203E+02,9.9078E+01,1.4110E+02,1.0856E+02,1.0857E+02,,8.1201E+02,,1.0234E+02,1.0083E+02,7.7181E+02,,,,,,,,,,,,,,,,,,,2.3143E+02
3.1341E+02,9.5173E+01,,9.5348E+01,,9.6532E+01,9.9675E+01,,1.5670E+02,,,1.5435E+02,,1.6721E+02,,1.0044E+02,1.0673E+02,1.0358E+02,1.0058E+02,1.4333E+02,1.1023E+02,1.1023E+02,,8.5449E+02,,1.0389E+02,1.0236E+02,8.1215E+02,,,,,,,,,,,,,,,,,,,1.9517E+02
3.3013E+02,9.6647E+01,,9.6822E+01,,9.8006E+01,1.0120E+02,,1.5921E+02,,,1.5683E+02,,1.6991E+02,,1.0197E+02,1.0836E+02,1.0516E+02,1.0210E+02,1.4560E+02,1.1192E+02,1.1192E+02,,8.9923E+02,,1.0547E+02,1.0391E+02,8.5463E+02,,,,,,,,,,,,,,,,,,,2.0161E+02
3.4774E+02,9.8147E+01,,9.8322E+01,,9.9506E+01,1.0275E+02,,1.6178E+02,,,1.5934E+02,,1.7265E+02,,1.0352E+02,1.1003E+02,1.0677E+02,1.0366E+02,1.4791E+02,1.1364E+02,1.1365E+02,,9.4635E+02,,1.0708E+02,1.0549E+02,8.9937E+02,,,,,,,,,,,,,,,,,,,2.0833E+02
3.6628E+02,9.9673E+01,,9.9848E+01,,1.0103E+02,1.0433E+02,,1.6438E+02,,,1.6191E+02,,1.7545E+02,,1.0510E+02,1.1172E+02,1.0840E+02,1.0524E+02,1.5026E+02,1.1539E+02,1.1540E+02,,9.9598E+02,,1.0871E+02,1.0710E+02,9.4649E+02,,,,,,,,,,,,,,,,,,,2.1536E+02
3.8581E+02,1.0123E+02,,1.0140E+02,,1.0258E+02,1.0594E+02,,1.6703E+02,,,1.6451E+02,,1.7829E+02,,1.0671E+02,1.1344E+02,1.1007E+02,1.0684E+02,1.5265E+02,1.1717E+02,1.1718E+02,,,,1.1038E+02,1.0873E+02,9.9611E+02,,,,,,,,,,,,,,,,,,,1.7413E+02
4.0638E+02,1.0281E+02,,1.0298E+02,,1.0416E+02,1.0758E+02,,1.6973E+02,,,1.6716E+02,,1.8118E+02,,1.0834E+02,1.1519E+02,1.1176E+02,1.0848E+02,1.5508E+02,1.1899E+02,1.1899E+02,,,,1.1207E+02,1.1040E+02,,,,,,,,,,,,,,,,,,,,1.2468E+02
4.3552E+02,1.0441E+02,,1.0459E+02,,1.0577E+02,1.0924E+02,,1.7248E+02,,,1.6986E+02,,1.8412E+02,,1.1001E+02,1.1698E+02,1.1348E+02,1.1014E+02,1.5756E+02,1.2083E+02,1.2084E+02,,,,1.1379E+02,1.1209E+02,,,,,,,,,,,,,,,,,,,,1.2664E+02
4.5873E+02,1.0605E+02,,1.0622E+02,,1.0741E+02,1.1093E+02,,1.7527E+02,,,1.7261E+02,,1.8711E+02,,1.1170E+02,1.1879E+02,1.1523E+02,1.1183E+02,1.6007E+02,1.2271E+02,1.2272E+02,,,,1.1554E+02,1.1381E+02,,,,,,,,,,,,,,,,,,,,1.2863E+02
4.8317E+02,1.0771E+02,,1.0789E+02,,1.0907E+02,1.1265E+02,,1.7811E+02,,,1.7540E+02,,1.9016E+02,,1.1342E+02,1.2063E+02,1.1701E+02,1.1356E+02,1.6264E+02,1.2462E+02,1.2463E+02,,,,1.1733E+02,1.1556E+02,,,,,,,,,,,,,,,,,,,,1.3065E+02
